CDEIJNS,30
EEGIRTU,16
AAAEIIR,8
ADIJLMN,24
GHIOPTU,22
AEGIOTW,24
EFIORTV,84
AEFKSSY,38
AAEOQSU,30
CCDINOU,24
EEIRRRZ,24
DLMPTWX,0
BDEHLNO,30
BEEITTY,28
AEIORTU,12
AGIRTWZ,30
CLLQSTW,0
CEELMNR,24
AHJMOSY,36
BEEEOPT,16
BDIINOU,24
AEEIPST,22
AADEGNS,72
ADEEIIU,14
EIOORRX,20
AHLNNTY,30
CEMPRSS,26
AAALOUV,14
ADFIOSZ,34
DEIINNW,28
DINNOOR,16
EFHILUW,30
AEGIOPU,14
BEEOTTT,12
EIJMOVX,34
AAEELST,14
GGINRRU,20
ADIKNRT,30
EIOOORW,24
AEKMNRS,32
AADEIOU,14
CFHILNN,36
AGGJLUZ,42
BEIMRUY,28
ABDEEOX,36
FLOQSSW,30
CEENOOV,26
GHIINPT,82
ADIPRRT,22
AAEEEIY,12
BEIKOPX,28
AEINOTV,26
AAEIJLT,22
CDELRVY,30
DENOPQT,20
GLNORUU,16
EIIMNRS,22
AAEGIOO,10
EHHNSST,30
AFIMOYZ,38
EGLRTUW,16
ADEORRW,80
AABFGMU,24
AEILMOU,20
EIILOTY,14
AAEEITX,26
NORRSTW,26
EEGIOQT,22
CDHORTY,36
BDDEIST,24
EFINSUW,30
AEOPRVZ,30
ACEIKPS,36
AEJNNUV,22
DINNTUW,24
EEGLMQU,24
AAEILNP,22
FGORSYY,26
EHIRSTV,84
ABDEIOT,24
EHLOSTZ,48
BEEFIIU,18
AAAEIOO,4
AEIKLPT,22
CDEIJSV,48
AEMRRWX,46
GIILTWY,20
AEEIIRV,18
ADHLSTU,26
ADLOPRW,26
AEGGIIO,16
AAEKNOP,32
EEEORRY,14
EIINOQX,26
AAFMSTT,20
ACDFHSV,34
CEJMNOZ,38
BEINORU,22
ADENNNT,18
AADIJNT,24
FGOORST,28
ADGLLUW,14
HIIIORR,12
EFIILTX,38
ADEIMNP,28
CEMOQTY,28
ABEILRR,22
EGSSSUU,16
ACEEORV,28
EHIKUVY,22
IOOSTTU,14
EEGMORR,24
DHIINOR,18
EEEIILS,8
CGMNNRU,14
DEEENRX,24
AAFGIOT,26
BCIJOOW,26
DENPTUY,32
AAEIPQV,22
AAALLTU,12
ADEKLTW,36
ADEHOOY,32
CEIKSSS,30
AEMOOPT,20
AEFLLOW,32
CILRRTV,14
DGIJMTU,26
DEENSTT,70
DEGNNQU,20
FHNNOPY,34
EIIIIVW,20
AAAEINO,8
AAEGLRR,70
BERTUVW,18
ABEILOT,22
AEEGRTX,40
ADDEOSU,20
AEEGJLN,44
ADINORS,70
EEFLMNR,20
GHIIORS,28
AIIKNOU,16
CEEOQTZ,28
AAHLOTW,24
EMPSUYY,32
FIINNSV,24
DHIOPRR,28
AEEIOOR,12
AEHIMNO,30
DEEITTV,80
EEFIJRS,46
AMOTUWY,28
BGLLNQW,0
AEEEENS,8
AGNRTUU,16
ABEGIPS,22
ACIKRTY,40
ABNRSSX,20
EEIIORU,12
BCENOPT,24
DDEEIIR,20
AGHIOTT,20
DEILSUZ,34
AFGNRTV,22
AEEHIOR,24
AAEEOPV,18
AAJLNTY,46
CKOQTUY,26
AEINORU,12
AIILOVY,24
ABJLNST,26
AEGIRST,70
BINNRRU,20
AEHOQTV,24
AEENSUX,40
EFFHNRY,30
ADDKMOW,24
IIOOOPT,16
EEEILTT,12
DMNOPUZ,22
AAEGGLO,20
ACDEIIV,30
DEGNPRS,22
EENRSUZ,26
ABDFLRT,22
AILOOTU,8
ABDRTUW,20
AGMNOOY,32
AEFJMNO,30
CINQRSW,24
EEIILOT,14
AEEHNSV,84
EIIKTUY,22
AAILPSY,28
AILRRTW,24
EFNORTT,24
CEGNNNU,18
ABEOORX,34
BGIMOTU,22
DDEKLSU,28
AAOTVWZ,24
EHINOOT,20
CDGJNSY,18
ADEEFIP,16
AEEIIQS,24
AEFINPT,24
AAEOQRY,14
BEIIRVY,24
AELMNOO,20
ADEHIIO,16
EGILRTV,24
CGKNNOP,24
ANORSTU,66
BIIOSTU,20
ANRRSUW,24
ADEGHIL,28
DEOSTWX,42
ADEINOR,70
AEEGHIT,20
ACLNOQU,24
ADEGJNZ,36
AEINOTY,24
DEHIPRW,24
DEIMRUV,22
AEFLOOP,24
CEGILTY,26
ABINRUW,26
FILOSTT,24
EKOSSUV,28
ADEGKRS,26
AEEINNS,14
FLMORVW,20
AEEFIJP,28
ACGIIUU,12
DDEEITY,28
BIOPRRT,26
AACELTZ,26
ABIINRS,22
AHHRTUW,30
DELMNOU,24
OOOTTXY,26
EFHIINW,30
ELLMUVX,26
AEIJNRR,22
AAIQRTT,24
ADEEIOS,14
CDEIKOY,40
ACEEFGT,30
EIINOUV,18
AEGNORS,68
BDGNOTZ,14
ABDELOO,24
ILNPPUY,32
CEEGIIP,80
DEEENOT,18
AAFFHJR,38
AIMMOQV,22
ABEELNR,70
LPSSSTU,12
DGGILNO,74
AAIKOTX,22
ADEINTY,28
AIOORRS,14
EIOUUVY,18
BDNRRTZ,10
AFOQUUY,32
ADIIJRS,22
ABCEGNT,22
LLNOPRU,14
DEGGHIO,32
ACHIMNR,34
ELNOPTX,26
AEEIKRT,30
DEELTUW,28
EIRSVWZ,42
AAEEIOO,4
ABDNOST,22
DEORSTW,80
ADEHINP,84
ADELNOU,18
AABJOSS,26
AIIRUVW,18
AEILLNR,66
AENRRRT,14
ABEIIOT,20
CINOTTV,26
AEGHMSU,82
EFGKMOQ,20
DEEGOYZ,34
ACHLOVW,34
EGITTUU,10
GNOORRV,10
AEEMSTY,30
AIMPTWY,38
AADEIQT,28
ADEJLNS,42
DEFINRS,80
ABEKNNS,28
EIIILOR,14
ABCDEFL,32
AEGHNOR,28
ABILOUV,24
HLMRTUY,34
CEIOOWX,24
ADEEEFT,26
AAADIRS,14
AEEGIRU,14
EJNNRTZ,48
ACNPRTU,24
AEILLNY,78
EIMORSW,28
AFHIINO,20
BDEIOPT,26
AFIIJOT,22
CELNRTU,22
ABEGHIK,22
DEILMNV,28
AAAIIOQ,22
EHNOOOZ,30
ABDDNVY,32
AEFRSWY,38
CDILRSU,22
EEEPSTW,28
AEEIRTX,40
EGLMORT,22
AAABESY,28
ADHILOO,28
IIMOTXY,26
CEJLNPW,26
ADEINSV,80
EFIORTT,26
DELNPRT,16
AOORRSU,12
AALOQRU,26
DEEGGKS,36
EEEHORT,26
AEIIMNV,30
AOSTTTV,14
EGIKOPS,34
AFIOOTW,20
ABEHSSU,30
AGIMNPU,28
EFIMNRX,46
AIJRTTW,26
AADELYZ,32
ADEINOO,16
DEIILNR,16
CEEORUU,12
CDELOQY,30
AGILSUY,26
BBDEINR,28
ENOSTTV,24
DIIILTW,16
AEMOOOP,16
AAFIJLP,44
AENRTUX,40
AEGRTTV,22
ACEEGOR,22
EEHHIKZ,32
ACEOOWY,24
FILNRSU,24
CENNORT,22
ABINQUY,44
ACDENOS,76
EILLMTV,22
DGHIOTU,30
AEJLTTW,26
DEEIIKN,30
EGRRRWY,30
BEEEGNZ,28
EEIIIOU,4
AAAAFLP,18
OPRSSTU,74
AAIKMRS,34
ADHIINO,26
ADIOQUV,28
ACGLMNT,16
ABEEJOR,46
BEFIORV,30
CEINOTY,30
AEENRTZ,48
DENOSWY,32
EEGNRUW,26
DIILOPS,76
AEGRSTX,42
DEEGIRX,30
AEINOPW,30
GIJMSTU,26
AEFLNSV,30
ADKNOOW,24
EEHIORY,18
AADEORT,18
CDEOQTZ,28
BEGNPUV,22
AEFHLMT,30
EILNRUY,24
AIINORT,14
IOOORSV,24
ADDEKTV,16
EEINRTU,66
ABEHIPR,22
ELOPRSX,88
EFGLLNS,24
AEETTUW,18
AEHMNNQ,18
BDIIUWY,16
AACGRUY,20
DIIOOST,18
AEJLMNR,24
EEEOOPT,16
ADEGLXZ,38
CEIINOW,28
BEEOSTU,22
ADEIJST,42
AABHILS,28
ADFLNNO,16
ACEHLRY,88
ADEIQRR,28
AEIIMNO,20
OORSTUV,14
MNRTUVW,16
ACEFKOU,26
AAGIOTX,22
DDLNSTV,0
EHIILOT,26
ENORUUZ,48
ABFMNOU,28
EEIJMQW,26
DEILNST,70
EIOTTVY,20
DEEGIIS,20
AACGRRY,28
ABEEHNR,26
AELLNNR,14
BDEGHIO,26
AGGSUUX,20
IIJMRSW,26
AADEEFP,16
CDIILNO,24
AEKLORY,32
ADHINOT,76
EFNRSTU,26
EEIMOOY,16
AANPQRT,48
EEIRTVW,32
AACCHIS,34
AADETTU,18
DHLPRRT,16
ABFIRSY,36
AEEINUV,26
EEIOPRU,20
DKLNORT,18
GJLNOOW,28
AAEMORY,26
ILMNOQS,24
EFGIIVW,20
AEEGOSX,30
ADGORSS,18
BCEEIIY,16
AADDEGH,28
AEOOQST,26
EGLNNNS,16
AAEFILR,26
DOPRRUU,22
EEHIORW,30
CIINRTV,30
EFKMTTY,28
AMNUUVZ,22
AEEOPTX,30
AEFHOUX,28
AFILOOR,26
ABEENNP,22
IINSTTY,24
AGHOOWY,32
DDERRTT,12
ADLNSSU,68
AEMMSUV,28
CEIIORT,22
ACEKLNZ,32
EGJLOVW,30
BGIQRTU,52
EEEIPQV,26
AMNOOPV,22
CDEHNRZ,36
AGIIISX,26
EFLORST,78
AGILNRU,18
AACEIJN,22
BIKSTUU,20
ADRRTTY,26
EGOTTUY,26
AABILMW,26
AEEEFOO,12
CEIQSTY,24
AAFIOUX,28
EKLLNRT,28
AEFORRR,24
EEIOPSS,74
DDHHINU,20
ADEEMNR,76
AAETUWZ,26
AEIIRVV,30
CDEOOTW,28
AGIIIOT,10
EMNOPSU,78
CEEEFNT,28
EIJLORS,40
CDIPPQR,22
EIINRRT,14
ABNOOOT,20
AFGLNSX,28
AABIILY,28
GINOSTT,18
DEEEMOY,24
GHILOSV,24
EIKMNRZ,38
AAEEUVW,30
AEGOTVZ,30
AENNOOT,12
EEGHHLM,18
CENSUXY,48
ADIIORW,16
BEILOQT,22
ACEEOPS,26
AJNPUUV,26
AEIIORT,12
IMNNOSW,82
DEFIIRR,26
ABDDIKL,32
DELORTY,28
EFJLOOT,26
AGHIKSU,90
AEEIMTW,18
ABSTUVZ,24
ADIINNU,10
AAFIIXY,26
CDEGORU,26
ABEHILR,82
CEEOOPT,24
DGINNTV,14
EEENOPR,22
BIMRSTT,24
EEIKLRT,30
AABENSY,24
AAILOOR,14
AAEILOT,12
ACGINRU,24
DILMNUZ,24
AEEHOVY,36
FGGHIOR,18
ADENQTU,104
CDOORSV,22
EIIJNOS,40
AFJNSTZ,24
AEIITUW,18
EIILMQU,22
ACLLOVY,88
BCEIIPU,28
AEEIKRS,30
EIMNOST,74
DFGOOOW,20
ADEHORX,42
AEHLNTU,26
ABEENSV,26
DGOPRTY,32
ABEEIMO,24
ADHRTTW,32
IILOOQR,22
EERSSTU,14
ACEEGNZ,28
BCEMNRY,32
AFKLNOP,34
AEELOPR,74
AANSTUY,24
AIRTUUX,22
AEHNNVW,30
DEFIILO,28
BDFHTTU,18
CEEGSWZ,28
ADELNSY,80
EEMRTUU,20
AFLOSTW,30
BIKNOOR,32
ADLLPRY,30
ADEEEII,10
AAEJMOT,24
AIIRTVX,46
ACEGOOR,22
AEIINPR,22
AEEGRTU,16
AEEINOT,14
AAEOORU,12
DEFIRSV,34
BIIPQSU,52
AEFGLLN,28
AAEIIMR,20
AAEEJTV,28
HIOSTWX,38
DMOORTU,20
EOOTWYZ,54
BHKNNPR,0
ELNNNRV,12
ENOPQTT,22
EIIKORS,28
AADHNSS,26
EEHMMRW,34
BCEGOTW,16
ABCDFOR,32
EILOPRV,28
EIIOUUZ,4
ADEIORY,26
AAEELNT,14
DEGIJTX,22
ADEISTV,80
ADDHLNO,28
ENNOTTW,20
EEINRUU,12
ACDKMUV,36
ACINOOP,24
AEIJNOR,42
ABIRSWY,26
EGILOPT,24
EGGORSU,72
BEEHOSZ,28
EEILQRT,22
EIMNRRV,30
BBIOQUY,22
ACDEEFO,30
AAAIITY,10
NNNOOOR,8
AAKLSSW,32
ADISTUU,16
EEILNST,66
EGLOPTT,22
CEEEGLU,16
DDEFIJZ,30
AGHIRTW,34
EHOOVWW,26
DEFFIOV,34
EEGIKRT,30
AINNNOU,12
AIINRSU,14
ADEGLRY,30
AEGIJOT,22
BEIOQST,24
EENRRSU,66
ALOSTXZ,38
AADDHIP,26
ABLMNPT,16
AHNORST,26
AABFMOR,28
ADEJOPU,48
ADEMNTW,28
EIILRST,66
CDIQRTW,22
AEEEOOY,12
GIIKNNO,78
AHLOOTX,28
ACFGRUZ,32
EGLNUUV,16
EIILPRS,22
ADEINPW,30
AEEEGTW,18
AEIRRTX,40
ADEINOO,16
CCDFIRU,18
EIIINPR,74
ABEIMOU,24
GLNORRU,16
AAIJSTT,20
DEOVVYZ,34
AEHLSSU,26
FHKLLNN,0
GIRRTUX,20
DFILNOS,80
DEEFILT,80
EGJNSTV,24
AEIRRRS,14
AIIPUVW,18
DHHILSY,32
BCGMNOO,28
AAAOPUZ,28
EEEMNOQ,12
EIORTTU,14
AAADEIT,10
DINNOXY,30
AAEIIUU,6
AHINQRS,26
ABMORST,24
AEEEHIR,24
DDEFIJT,26
AANORTV,24
EFNOPRT,24
CEELORT,70
BGLOSVW,26
DEIIOUW,22
ILLMPTU,16
EEINNRS,14
AAEEIPY,26
DFLNOPZ,18
HHRSTTU,32
AABENOV,22
ACEGQUV,28
ADJSTUW,32
AEIMORT,22
CDGMNOO,28
GNORUXY,28
EEILORS,14
AEFIORT,24
AABELOR,22
DEEEJNO,24
EGIILOZ,34
FGHILRT,34
GINOUWX,22
CEEMSTY,30
BEKOOSS,34
AANNRSU,66
AEEHPPR,34
ADFNRVY,26
AAEIIQU,30
AILRTUV,78
ADDILOT,18
EEITUUY,14
ALMNPRU,20
EHMNORR,28
ALNNOSV,18
GHITUWW,32
EFIIIJP,12
ABEIRST,74
AADEEFR,80
AEEORTX,40
CEGQSST,16
BCEIKNV,24
AAEIRSZ,50
ACEJMQT,24
ELNNRVY,30
ADHNOTU,80
ABEEHII,18
CFMNOPT,28
ADDEGIS,22
EGINNRU,70
EIILPTU,22
EIORTUV,26
AAEISTW,26
ABEKOOO,32
AFOPWWY,24
EEINNTT,14
ADGIOVZ,34
AGHKNPR,32
FIOORST,26
EEIILOT,14
EEGILRS,18
ALMRTTU,20
AABNNOO,16
AEEHIUV,30
CEEIJRY,22
AADEMQU,30
ADHNPUY,32
ACIOSTV,30
EEIIORS,14
AEEEKTT,16
LMTTUXY,20
EEIRRSZ,50
ABDEJQW,48
FILOOOS,26
AABEEIT,16
EFIMRUW,30
AACNORV,18
ADDNNOP,14
ADEILOR,70
AGMRSTU,22
DGINPRT,20
CDIMOTW,26
ABCLOOY,32
EEEEIOT,6
EEHILNR,26
EEIJSUW,28
AAKOPTY,38
AEHINNU,24
EGLNRSU,68
ADORTVZ,26
AAAFSTY,24
CIMOOOV,16
AEERRSY,24
IKOOQST,28
ABDEGRV,30
BDEEEFL,30
DEIINTW,28
EENNOTX,40
AAEIPRU,20
EIJMNPU,34
AEHLLTU,24
DILNRTW,18
DEEMOPR,28
EGOOTTZ,26
AAIINOY,14
BHIKLLS,28
ACEEJRU,22
EFNRUUV,14
AAEFITW,30
AACGHIW,24
BELOORT,22
EIINRVY,32
DDEISSX,26
GMNNRTU,14
DNNOORT,16
AAEIIYY,18
BCHQRRS,10
ILMORTW,30
AEFIIRZ,32
DEEEEIP,14
BEELMNT,20
DGJNOTV,22
AGINOVX,30
AEHILSU,26
AELOTUU,12
DEFOPRS,26
AEFLOTT,26
AINOSSX,42
DGJMNRT,0
AAEIORW,18
EEGILVW,32
DEEGLPZ,28
CEEHIPY,30
HNQSTUU,24
ACEILMN,78
DEEFKTU,26
ABORRRT,20
AABIIUV,12
ADEHMTY,34
AAEEEEU,6
AABIIRT,16
EIINRTT,66
ABGHISY,26
CEFGINV,22
EEEKOPS,32
IIOORST,12
EFMOOOP,18
AADLNNR,16
DEITUVW,32
NNOOQRX,20
AAEEITW,18
AKOOPRR,30
AEFRSSU,26
CEIILMT,24
ANNORSV,20
AEHLNRV,30
AADEFMW,30
DGLOOUU,20
BCDIJQT,24
GILNOOT,70
AEEIPRT,74
EEGINNZ,28
ABDEILS,76
EFGHILL,18
CDENOTU,76
AEEOTUW,14
AABENOY,28
AEEIIIY,12
EINOQRR,22
ACEKRRT,86
GGIMNSZ,50
AMOOTTV,20
ADIIJUW,26
DERSSUX,42
AEISTUW,24
EGIOSUV,28
EEEILMN,20
AILNOOR,14
AAEEFTW,30
EEOPPTT,16
ABCIIRT,24
DDIQTUY,28
CEFHLNS,36
ABHJNOR,34
AADDERV,22
GINORRX,22
DEEOTTV,28
AAIPRWZ,30
EEIINTX,26
ACEMNOU,26
ACEEGIT,14
EHILNNW,30
EOQRSUU,32
AGLNRSY,28
ADDEOTU,20
ABGKMOR,32
AEILORS,14
ABFIOPR,18
EIILNRV,26
AENOOOR,8
EEFGIWY,36
EINNOTU,14
ADJLLOU,24
ABDILPR,24
AEEHSSV,84
ACEHIMT,86
DEGOQRY,28
AAIINSZ,30
BEKPRUW,28
ANRTTUX,20
AELLMST,74
BCIOOPW,16
AAGKNPU,28
EEEFHIU,18
EEEHILS,24
ACDGJNR,22
ABDERTX,30
DIOTTTU,16
ELORSYZ,48
ADEIMOS,24
AINOVWY,30
AEIIORT,12
GIOOSTV,16
AABELNS,20
BDGIIOT,22
CENPTYZ,28
AEKLNOR,28
JLRRSTU,22
DDFNNOU,26
EEHIIRW,30
AAEGLMU,24
CEIORTV,82
DEPQSXY,40
FHIIIUW,10
ABNRTUZ,26
DEEFGNU,28
AIINRST,14
EEGRRTW,28
AAAAEEM,10
EHLLNTY,24
AIIISUY,12
EIJOOOS,22
AHINOTX,28
EGOPQSW,18
CDIIMOO,26
BDELRTU,76
GIMQRUU,22
EIKMTUX,28
EFINOOS,26
AAEIIPT,20
AELNTTU,14
CDGHHRY,16
AAELNOT,14
ABEGOOR,24
AEEFRRS,78
AADDENT,18
EOOPRSV,28
BEIIISW,18
EMOOOPR,24
AAAEIOS,8
AEERTUU,14
EGKLNNV,16
ACDEEJO,24
AEENRTY,26
AFGIINZ,46
DEHIMPS,32
AADFOTU,16
EEIILWY,20
GNORSUV,16
BDILOTW,18
DEEJOSZ,40
AEHHIPU,34
ACEEENS,22
AEEIIOW,14
BFILMOV,20
EIILNRT,66
AAEEITY,14
DFNNORS,28
DGNOORW,30
ACILQRU,48
ABORTUY,28
EGMNORT,24
EEGIORS,16
BIKNORW,32
EFIINPS,24
EINRTYY,26
DEELRTU,18
AAEEGOO,10
CDLMQRT,0
AAEEHMS,28
EFINSTZ,48
AAEOTUU,8
CDHILWX,28
AIILOOV,24
ACDELRY,32
AAEIPQT,24
INOORSU,14
GMORRST,20
EHILOTW,32
AEENNNY,24
AGLMNOU,22
BDEHIJR,46
AAEOUWZ,26
EEIKPVX,28
AEGIIRS,16
ABIILOS,22
BFIISSU,18
AEGIRRT,18
GHILNOZ,34
ACEMOTV,30
AEEOORW,24
AIKPTUW,32
DDELOQY,30
EIILLTT,66
ADEEFMN,30
ADIOPRS,76
EHNNSVY,20
AAEJNTU,40
INOORTT,66
ABENORT,74
DORTVXY,30
AEFNPRU,26
AAEIMRZ,52
AACELPY,32
CGNRSSU,20
DGGINST,18
DIJKNQW,30
AEILOOU,12
AEEEEHO,12
DEHLLMV,18
LNOQRVX,26
AAARSTT,14
EHKMOOR,34
BCEFIST,28
DINNTYY,24
ACEEELO,12
ABFHINO,20
AADEEIO,10
EIISUVW,30
GIJLNTU,22
AEENRUU,12
ADEEORZ,52
ADEEIIO,14
AASSSTX,22
DMNNOST,14
CEGNRYZ,16
AHLRRUU,14
AIIIJQT,24
AEHIORU,24
ACEEOOV,18
EGIILTT,14
BEGNNOU,22
ABEEFTY,34
ADEFPRW,32
HILNOST,26
ACGIKOO,20
BELLNST,20
CDEERTW,30
HINORTT,24
AFIOPTY,28
DEINRUU,18
AIOQRSY,24
AAEGJOS,24
EEGINRU,16
DEEIOPV,26
AABDELZ,54
ABNOORT,20
EGILRSW,24
ACDHLNT,28
JPRSTUX,22
AEEEOUZ,48
EIIIOUY,12
DIKMOSY,36
AADFIOR,28
ADEEGMN,78
EFIIOTV,20
EHLNSVW,30
AEEGIPT,22
NOOOPRT,22
AEILSTV,78
IKLLOWY,30
DEISSUZ,34
AEEJNUU,22
BDEEFIO,20
ADDEMTV,22
ELORUWY,32
ABCENST,22
ACGIRTX,24
EEMOPQR,24
AGINNRT,70
EELORSU,14
ADEGTUW,28
AEENPTU,22
BEIORTV,28
AAGNORS,70
CDEEIOZ,42
AEFHNRT,32
DIJLORW,28
AGIMNQS,24
CEIKOUY,26
EHIIMNT,30
AELLOSX,26
EGINOSU,70
AAAABFY,22
ACELNOO,22
EGRRRWW,16
BCHHIRT,34
AEEIORU,12
EEILQTV,22
DGKMRSU,28
DIITTVZ,28
ADEILNO,18
DNOPSTX,24
EEEIMOT,16
AAAEIIR,8
AEEFNOU,14
ACEEHNS,82
EILNTTU,14
DEEGOOT,18
ACEFMRY,34
BBIJLST,48
DGKNOQY,20
EHMOPST,32
AINOPRT,74
EEIRVVW,32
DILLSUX,20
EMMNRRV,14
DEHIPTU,30
CCDEFSY,34
AADELRU,70
AABORSX,44
EEFNOTW,20
ABDENRT,76
AGIISUV,28
EHILOOP,26
AILOQTW,24
AIILOOZ,24
EEGJNNO,22
ANOOPSY,30
AAEEEES,8
DDGHIPR,16
HIMNNOT,28
AENSUWZ,24
ABEIQRT,24
DELLMOT,24
CFIIRTU,18
AIIIKOW,22
DEEILOV,28
AACLNRY,30
EORRTTV,24
EGKTTUV,16
CILOOXY,50
DEENNRW,22
AEGIIOZ,28
AENNRSU,12
ADELRTY,80
AGLMOPQ,18
AEEEIRR,14
JNOOOPT,20
BCHHIUW,40
DMOSSTT,20
EIILRSU,12
EIINSSU,14
ABDGGOY,32
ADELNOZ,50
AEERTUW,24
CCIOOPR,24
AIINOQR,22
ADEEEIL,16
EEMTTUW,18
AEHLPRY,36
ADJMSTX,26
BFINNRR,16
FGIOTVV,16
IIILNOO,8
EJNORSS,40
ADEEGQT,24
AAAFIUX,28
CIILSUW,16
BEEGLRY,28
ACEGHRZ,42
BENOOPV,26
AAEEFNR,26
ADMOUVY,22
DKMNPTT,0
ADEILRS,70
EEELORY,24
BEFHNOZ,38
EIINNOV,24
ABCGINO,26
ADDEOST,20
EFKOORT,30
AAEEIIU,6
CDEIQRW,26
PPTTUUY,28
AAAHIST,24
EGIMNSW,30
LLMRTUV,16
AABIILU,22
EGIOQRY,22
NORRSTV,12
EHINNOS,24
DEEILTX,44
ELMOOPZ,40
AAEFNTT,26
CDDENRW,18
